id_lead,data_primeiro_contato,origem,roteiro_interesse,modalidade,n_pessoas,mes_viagem_desejado,orcamento_aprox,status,data_fechamento,dias_ate_fechar,valor_venda
000251,2025-09-08,Instagram,Caminho Português,Autoguiado,1,Agosto,R$ 5.906,Fechado,2025-10-11,33,R$ 5.458
000252,2021-11-18,YouTube,Caminho do Norte,Premium,1,Abril,R$ 10.137,Negociando,,,
000253,2021-02-03,TikTok,Caminho do Norte,Autoguiado,2,Maio,R$ 12.316,Perdido,,,
000254,2024-02-03,Google,Caminho Francês,Premium,2,Agosto,R$ 25.470,Sem resposta,,,
000255,2026-07-31,YouTube,Caminho Francês,Premium,3,Setembro,R$ 35.853,Fechado,2026-08-15,15,R$ 38.965
000256,2023-05-23,WhatsApp,Caminho do Norte,Guiado,3,Julho,R$ 25.794,Negociando,,,
000257,2021-05-26,WhatsApp,Caminho Francês,Autoguiado,2,Janeiro,R$ 14.300,Perdido,,,
000258,2026-12-01,WhatsApp,Caminho Português,Autoguiado,4,Junho,R$ 21.606,Perdido,,,
000259,2022-04-04,Instagram,Caminho do Norte,Premium,2,Fevereiro,R$ 17.439,Negociando,,,
000260,2022-05-25,Google,Caminho Primitivo,Premium,2,Janeiro,R$ 22.217,Sem resposta,,,
000261,2023-01-22,YouTube,Caminho Português,Premium,4,Novembro,R$ 36.108,Fechado,2023-02-13,22,R$ 35.583
000262,2026-09-25,Indicação,Caminho Primitivo,Premium,2,Março,R$ 15.601,Fechado,2026-10-01,6,R$ 14.804
000263,2023-11-25,YouTube,Via Francigena,Premium,2,Janeiro,R$ 23.156,Perdido,,,
000264,2022-04-09,TikTok,Caminho Francês,Guiado,4,Dezembro,R$ 34.437,Sem resposta,,,
000265,2020-10-06,YouTube,Caminho Francês,Autoguiado,1,Outubro,R$ 7.985,Negociando,,,
000266,2021-12-29,YouTube,Caminho Francês,Autoguiado,2,Setembro,R$ 20.396,Negociando,,,
000267,2020-10-24,TikTok,Caminho Francês,Premium,5,Novembro,R$ 57.899,Negociando,,,
000268,2022-06-05,WhatsApp,Caminho Francês,Premium,3,Abril,R$ 31.977,Negociando,,,
000269,2025-11-05,YouTube,Caminho Francês,Autoguiado,3,Março,R$ 28.819,Negociando,,,
000270,2026-07-23,YouTube,Caminho Primitivo,Premium,3,Fevereiro,R$ 25.008,Negociando,,,
000271,2022-07-13,WhatsApp,Caminho Português,Guiado,1,Julho,R$ 6.432,Fechado,2022-08-12,30,R$ 7.117
000272,2024-05-09,Facebook,Caminho do Norte,Premium,2,Outubro,R$ 20.831,Negociando,,,
000273,2024-11-30,Indicação,Caminho Português,Guiado,2,Janeiro,R$ 15.052,Negociando,,,
000274,2025-10-12,Indicação,Caminho Primitivo,Autoguiado,5,Janeiro,R$ 38.211,Fechado,2025-11-16,35,R$ 38.596
000275,2026-01-05,YouTube,Caminho Francês,Guiado,2,Julho,R$ 23.792,Negociando,,,
000276,2024-04-24,YouTube,Caminho do Norte,Premium,2,Dezembro,R$ 15.649,Perdido,,,
000277,2024-02-29,Facebook,Caminho Primitivo,Guiado,3,Outubro,R$ 30.984,Sem resposta,,,
000278,2020-05-08,Instagram,Caminho do Norte,Premium,1,Outubro,R$ 9.125,Negociando,,,
000279,2023-04-17,WhatsApp,Caminho Primitivo,Premium,1,Maio,R$ 10.974,Fechado,2023-05-04,17,R$ 11.050
000280,2026-12-20,Indicação,Caminho do Norte,Premium,3,Março,R$ 24.190,Negociando,,,
000281,2020-08-23,TikTok,Caminho do Norte,Autoguiado,2,Janeiro,R$ 18.704,Negociando,,,
000282,2023-03-04,WhatsApp,Caminho Primitivo,Autoguiado,2,Dezembro,R$ 20.045,Sem resposta,,,
000283,2024-06-28,Facebook,Caminho Português,Premium,4,Junho,R$ 33.904,Perdido,,,
000284,2024-04-24,TikTok,Caminho do Norte,Guiado,2,Agosto,R$ 15.691,Negociando,,,
000285,2021-12-29,Facebook,Caminho Português,Guiado,1,Novembro,R$ 7.212,Perdido,,,
000286,2023-05-19,TikTok,Caminho Francês,Premium,3,Dezembro,R$ 33.865,Negociando,,,
000287,2023-10-01,TikTok,Via Francigena,Guiado,2,Abril,R$ 19.472,Negociando,,,
000288,2023-05-23,Facebook,Caminho Francês,Autoguiado,3,Outubro,R$ 24.398,Fechado,2023-06-17,25,R$ 23.859
000289,2024-06-19,YouTube,Caminho Português,Autoguiado,5,Junho,R$ 28.328,Sem resposta,,,
000290,2020-06-03,Indicação,Caminho Português,Autoguiado,2,Março,R$ 11.266,Sem resposta,,,
000291,2023-10-17,TikTok,Via Francigena,Guiado,2,Outubro,R$ 18.991,Negociando,,,
000292,2024-06-06,Indicação,Caminho do Norte,Autoguiado,1,Abril,R$ 7.817,Fechado,2024-07-08,32,R$ 8.324
000293,2025-12-01,Instagram,Caminho Francês,Guiado,1,Dezembro,R$ 11.620,Sem resposta,,,
000294,2021-06-24,Facebook,Caminho Francês,Autoguiado,3,Junho,R$ 32.859,Perdido,,,
000295,2026-04-08,WhatsApp,Caminho do Norte,Premium,1,Agosto,R$ 9.594,Sem resposta,,,
000296,2026-11-19,Instagram,Via Francigena,Guiado,1,Janeiro,R$ 11.303,Negociando,,,
000297,2026-12-02,Facebook,Caminho do Norte,Premium,1,Outubro,R$ 7.687,Negociando,,,
000298,2025-05-06,Instagram,Caminho do Norte,Premium,3,Novembro,R$ 27.647,Fechado,2025-06-07,32,R$ 26.484
000299,2022-12-02,WhatsApp,Caminho Francês,Premium,5,Junho,R$ 54.034,Negociando,,,
000300,2026-02-18,YouTube,Via Francigena,Guiado,3,Agosto,R$ 33.358,Fechado,2026-03-15,25,R$ 37.326
000301,2021-05-11,YouTube,Caminho Primitivo,Premium,1,Abril,R$ 9.808,Fechado,2021-06-08,28,R$ 10.003
000302,2023-03-19,WhatsApp,Caminho do Norte,Autoguiado,3,Julho,R$ 28.363,Negociando,,,
000303,2021-08-02,Indicação,Caminho Português,Guiado,3,Janeiro,R$ 26.812,Fechado,2021-08-21,19,R$ 26.438
000304,2026-07-24,YouTube,Caminho Francês,Autoguiado,2,Outubro,R$ 21.812,Perdido,,,
000305,2025-06-04,Facebook,Caminho do Norte,Guiado,2,Junho,R$ 15.113,Sem resposta,,,
000306,2020-09-02,WhatsApp,Via Francigena,Premium,4,Janeiro,R$ 40.006,Negociando,,,
000307,2022-07-06,Instagram,Caminho Primitivo,Premium,1,Outubro,R$ 7.531,Sem resposta,,,
000308,2023-10-16,Indicação,Caminho Português,Autoguiado,2,Maio,R$ 12.483,Negociando,,,
000309,2021-03-24,WhatsApp,Caminho Francês,Guiado,1,Setembro,R$ 11.291,Negociando,,,
000310,2025-05-30,Google,Via Francigena,Premium,1,Julho,R$ 12.124,Sem resposta,,,
000311,2022-09-14,Instagram,Caminho do Norte,Guiado,1,Outubro,R$ 9.173,Negociando,,,
000312,2023-02-20,Google,Caminho Primitivo,Premium,1,Novembro,R$ 9.766,Negociando,,,
000313,2021-03-01,Facebook,Via Francigena,Premium,1,Julho,R$ 10.818,Perdido,,,
000314,2022-06-15,Instagram,Caminho Primitivo,Premium,1,Fevereiro,R$ 11.324,Fechado,2022-07-17,32,R$ 12.227
000315,2023-10-01,TikTok,Caminho Francês,Autoguiado,4,Abril,R$ 42.765,Negociando,,,
000316,2020-02-19,WhatsApp,Via Francigena,Guiado,2,Abril,R$ 17.181,Perdido,,,
000317,2022-01-17,Facebook,Via Francigena,Autoguiado,1,Março,R$ 7.407,Negociando,,,
000318,2023-10-20,Facebook,Caminho Primitivo,Premium,2,Outubro,R$ 16.704,Negociando,,,
000319,2026-01-13,Facebook,Caminho Primitivo,Premium,2,Junho,R$ 23.356,Negociando,,,
000320,2026-10-31,Indicação,Caminho Francês,Premium,1,Abril,R$ 11.303,Perdido,,,
000321,2023-01-28,TikTok,Caminho do Norte,Premium,1,Julho,R$ 7.729,Perdido,,,
000322,2025-02-17,Facebook,Caminho do Norte,Premium,2,Agosto,R$ 15.779,Perdido,,,
000323,2022-05-21,TikTok,Caminho Português,Guiado,2,Fevereiro,R$ 14.808,Sem resposta,,,
000324,2022-10-14,YouTube,Caminho Português,Guiado,1,Agosto,R$ 6.818,Perdido,,,
000325,2022-11-18,Indicação,Caminho Português,Autoguiado,3,Dezembro,R$ 18.472,Negociando,,,
000326,2025-07-20,Instagram,Caminho Primitivo,Premium,1,Dezembro,R$ 8.899,Perdido,,,
000327,2022-06-16,Google,Caminho Português,Autoguiado,2,Janeiro,R$ 11.533,Perdido,,,
000328,2026-08-19,Google,Caminho Francês,Guiado,2,Setembro,R$ 18.373,Fechado,2026-08-22,3,R$ 19.936
000329,2022-10-30,Indicação,Caminho Primitivo,Guiado,2,Março,R$ 15.555,Fechado,2022-11-27,28,R$ 15.830
000330,2020-03-17,Google,Caminho Primitivo,Guiado,1,Abril,R$ 10.924,Fechado,2020-04-16,30,R$ 10.605
000331,2025-10-08,Indicação,Via Francigena,Autoguiado,2,Fevereiro,R$ 19.485,Sem resposta,,,
000332,2025-01-08,Instagram,Via Francigena,Premium,3,Julho,R$ 26.405,Perdido,,,
000333,2021-01-13,Indicação,Caminho Português,Autoguiado,2,Setembro,R$ 11.682,Sem resposta,,,
000334,2023-01-03,Google,Caminho Francês,Premium,3,Dezembro,R$ 36.942,Negociando,,,
000335,2026-04-19,Google,Caminho Português,Premium,3,Novembro,R$ 22.772,Sem resposta,,,
000336,2023-08-25,Facebook,Caminho Primitivo,Guiado,2,Novembro,R$ 23.692,Negociando,,,
000337,2021-07-26,WhatsApp,Caminho Português,Autoguiado,3,Fevereiro,R$ 20.436,Sem resposta,,,
000338,2020-05-31,Facebook,Via Francigena,Guiado,4,Abril,R$ 45.263,Negociando,,,
000339,2022-06-12,Facebook,Caminho Primitivo,Guiado,2,Maio,R$ 19.069,Negociando,,,
000340,2026-08-31,Facebook,Via Francigena,Premium,2,Fevereiro,R$ 19.675,Negociando,,,
000341,2020-03-14,Instagram,Caminho Português,Premium,4,Janeiro,R$ 35.002,Fechado,2020-03-28,14,R$ 33.023
000342,2024-02-18,WhatsApp,Caminho do Norte,Autoguiado,1,Julho,R$ 7.801,Negociando,,,
000343,2025-08-16,Instagram,Caminho Francês,Autoguiado,3,Novembro,R$ 24.651,Perdido,,,
000344,2020-05-07,YouTube,Caminho do Norte,Guiado,3,Outubro,R$ 22.834,Fechado,2020-05-24,17,R$ 22.246
000345,2020-12-11,TikTok,Caminho Francês,Autoguiado,1,Outubro,R$ 10.562,Sem resposta,,,
000346,2023-11-25,TikTok,Caminho Português,Premium,1,Novembro,R$ 9.649,Fechado,2023-12-26,31,R$ 9.774
000347,2026-09-13,TikTok,Caminho Português,Autoguiado,2,Agosto,R$ 15.310,Sem resposta,,,
000348,2025-04-03,Google,Caminho Primitivo,Premium,3,Junho,R$ 32.477,Negociando,,,
000349,2025-08-31,Google,Caminho Francês,Guiado,2,Abril,R$ 19.415,Negociando,,,
000350,2025-07-13,YouTube,Caminho do Norte,Autoguiado,2,Março,R$ 17.988,Fechado,2025-08-14,32,R$ 18.451
000351,2021-09-01,Google,Caminho Português,Guiado,4,Janeiro,R$ 30.026,Fechado,2021-09-09,8,R$ 27.678
000352,2024-10-13,YouTube,Caminho Português,Autoguiado,2,Junho,R$ 10.583,Fechado,2024-11-04,22,R$ 10.533
000353,2023-02-01,TikTok,Via Francigena,Autoguiado,2,Março,R$ 19.330,Sem resposta,,,
000354,2024-09-03,Facebook,Via Francigena,Autoguiado,2,Março,R$ 18.022,Negociando,,,
000355,2025-02-13,WhatsApp,Caminho do Norte,Guiado,1,Dezembro,R$ 7.394,Negociando,,,
000356,2022-06-19,YouTube,Caminho Primitivo,Autoguiado,4,Novembro,R$ 39.300,Negociando,,,
000357,2025-07-06,Indicação,Caminho Português,Guiado,3,Abril,R$ 24.625,Negociando,,,
000358,2022-01-23,Facebook,Caminho Primitivo,Premium,2,Janeiro,R$ 22.682,Perdido,,,
000359,2022-05-02,Instagram,Caminho Primitivo,Guiado,1,Junho,R$ 11.842,Fechado,2022-05-04,2,R$ 12.570
000360,2025-09-26,TikTok,Caminho Primitivo,Premium,2,Fevereiro,R$ 18.916,Perdido,,,
000361,2021-10-22,Google,Caminho Francês,Premium,3,Agosto,R$ 33.424,Sem resposta,,,
000362,2026-05-14,Google,Caminho Francês,Premium,3,Setembro,R$ 35.742,Fechado,2026-06-13,30,R$ 35.049
000363,2021-09-06,Instagram,Caminho do Norte,Premium,1,Abril,R$ 11.265,Negociando,,,
000364,2020-01-12,Facebook,Via Francigena,Guiado,1,Setembro,R$ 7.799,Sem resposta,,,
000365,2025-07-23,TikTok,Caminho Primitivo,Premium,3,Fevereiro,R$ 35.382,Negociando,,,
000366,2026-09-14,WhatsApp,Caminho Francês,Premium,3,Novembro,R$ 38.221,Fechado,2026-09-27,13,R$ 36.240
000367,2024-01-27,Google,Caminho Primitivo,Guiado,2,Abril,R$ 14.988,Perdido,,,
000368,2020-04-25,Google,Via Francigena,Autoguiado,1,Setembro,R$ 7.617,Negociando,,,
000369,2024-11-21,TikTok,Caminho Primitivo,Premium,1,Agosto,R$ 7.585,Fechado,2024-12-01,10,R$ 7.734
000370,2024-02-03,Facebook,Via Francigena,Guiado,1,Maio,R$ 11.292,Sem resposta,,,
000371,2026-12-31,WhatsApp,Caminho Francês,Autoguiado,3,Julho,R$ 29.166,Fechado,2026-12-31,0,R$ 31.141
000372,2022-02-25,Facebook,Caminho do Norte,Guiado,3,Novembro,R$ 23.481,Sem resposta,,,
000373,2025-06-16,Instagram,Caminho Francês,Autoguiado,3,Agosto,R$ 25.132,Negociando,,,
000374,2020-07-05,Google,Caminho Primitivo,Autoguiado,1,Abril,R$ 8.885,Fechado,2020-07-23,18,R$ 9.510
000375,2020-05-20,YouTube,Caminho Português,Premium,2,Dezembro,R$ 19.178,Perdido,,,
000376,2023-02-21,WhatsApp,Caminho do Norte,Guiado,1,Janeiro,R$ 9.911,Perdido,,,
000377,2025-03-27,YouTube,Caminho Português,Premium,4,Dezembro,R$ 27.022,Negociando,,,
000378,2023-04-14,WhatsApp,Caminho Primitivo,Guiado,3,Dezembro,R$ 27.690,Negociando,,,
000379,2023-09-05,TikTok,Caminho Português,Premium,4,Maio,R$ 36.970,Fechado,2023-10-04,29,R$ 37.933
000380,2022-09-26,YouTube,Caminho do Norte,Autoguiado,1,Agosto,R$ 7.286,Fechado,2022-09-30,4,R$ 7.080
000381,2026-08-23,YouTube,Caminho Francês,Autoguiado,3,Março,R$ 24.800,Fechado,2026-09-22,30,R$ 25.772
000382,2025-01-02,Indicação,Caminho Português,Autoguiado,1,Dezembro,R$ 6.826,Fechado,2025-01-21,19,R$ 6.742
000383,2021-08-17,Instagram,Caminho Primitivo,Autoguiado,2,Abril,R$ 14.680,Fechado,2021-08-31,14,R$ 14.273
000384,2025-05-05,Indicação,Caminho Português,Autoguiado,2,Agosto,R$ 10.755,Negociando,,,
000385,2024-12-24,Instagram,Caminho Francês,Autoguiado,2,Março,R$ 16.510,Negociando,,,
000386,2026-11-28,TikTok,Caminho do Norte,Autoguiado,1,Dezembro,R$ 6.902,Negociando,,,
000387,2023-01-17,TikTok,Caminho Francês,Guiado,1,Fevereiro,R$ 8.380,Fechado,2023-02-09,23,R$ 8.680
000388,2022-01-05,YouTube,Caminho Francês,Premium,2,Fevereiro,R$ 23.095,Perdido,,,
000389,2026-12-04,WhatsApp,Caminho Francês,Autoguiado,3,Dezembro,R$ 26.349,Sem resposta,,,
000390,2022-09-18,TikTok,Caminho Primitivo,Autoguiado,5,Maio,R$ 49.085,Fechado,2022-10-20,32,R$ 47.021
000391,2024-07-03,TikTok,Via Francigena,Autoguiado,3,Novembro,R$ 19.909,Fechado,2024-07-11,8,R$ 22.110
000392,2023-12-14,WhatsApp,Caminho do Norte,Autoguiado,2,Julho,R$ 12.290,Negociando,,,
000393,2026-12-07,Facebook,Via Francigena,Guiado,1,Dezembro,R$ 8.413,Negociando,,,
000394,2026-11-10,YouTube,Caminho Francês,Autoguiado,3,Junho,R$ 29.453,Negociando,,,
000395,2021-01-22,Facebook,Via Francigena,Guiado,3,Outubro,R$ 30.432,Negociando,,,
000396,2025-06-06,WhatsApp,Caminho do Norte,Guiado,4,Outubro,R$ 39.626,Fechado,2025-06-30,24,R$ 36.591
000397,2025-01-04,WhatsApp,Caminho do Norte,Guiado,2,Maio,R$ 18.435,Negociando,,,
000398,2021-05-22,YouTube,Caminho Francês,Autoguiado,1,Abril,R$ 8.566,Negociando,,,
000399,2025-04-03,Instagram,Caminho Português,Autoguiado,2,Julho,R$ 11.759,Negociando,,,
000400,2021-06-13,Facebook,Via Francigena,Autoguiado,2,Dezembro,R$ 20.722,Negociando,,,
000401,2023-10-06,Google,Caminho Português,Guiado,3,Abril,R$ 22.499,Perdido,,,
000402,2022-11-19,Instagram,Caminho Francês,Guiado,2,Fevereiro,R$ 22.057,Sem resposta,,,
000403,2020-03-05,Facebook,Via Francigena,Autoguiado,2,Julho,R$ 13.998,Fechado,2020-04-06,32,R$ 14.575
000404,2024-08-22,TikTok,Caminho Primitivo,Guiado,2,Junho,R$ 20.704,Negociando,,,
000405,2020-10-28,Indicação,Caminho Francês,Premium,3,Junho,R$ 33.895,Sem resposta,,,
000406,2020-09-27,Instagram,Caminho Português,Premium,1,Janeiro,R$ 7.056,Fechado,2020-10-19,22,R$ 6.988
000407,2023-05-11,Google,Caminho Francês,Premium,3,Abril,R$ 34.056,Sem resposta,,,
000408,2020-07-15,Google,Caminho Francês,Guiado,3,Março,R$ 35.688,Sem resposta,,,
000409,2026-08-21,Google,Caminho Primitivo,Autoguiado,2,Abril,R$ 15.974,Fechado,2026-09-23,33,R$ 17.130
000410,2022-06-25,Facebook,Via Francigena,Premium,1,Fevereiro,R$ 11.292,Negociando,,,
000411,2020-09-13,Facebook,Via Francigena,Premium,1,Maio,R$ 11.834,Perdido,,,
000412,2026-09-03,YouTube,Via Francigena,Premium,2,Abril,R$ 18.064,Negociando,,,
000413,2024-09-09,WhatsApp,Caminho Primitivo,Autoguiado,3,Julho,R$ 26.535,Sem resposta,,,
000414,2026-06-02,TikTok,Caminho Francês,Autoguiado,5,Janeiro,R$ 51.040,Negociando,,,
000415,2023-06-14,TikTok,Caminho Primitivo,Premium,2,Novembro,R$ 18.448,Negociando,,,
000416,2023-07-25,TikTok,Via Francigena,Premium,2,Agosto,R$ 20.958,Negociando,,,
000417,2024-05-13,TikTok,Caminho Português,Premium,1,Outubro,R$ 7.907,Sem resposta,,,
000418,2023-03-25,Indicação,Via Francigena,Guiado,3,Julho,R$ 28.648,Fechado,2023-04-20,26,R$ 30.918
000419,2026-02-22,YouTube,Caminho Primitivo,Guiado,2,Dezembro,R$ 21.818,Sem resposta,,,
000420,2025-02-22,YouTube,Via Francigena,Premium,2,Abril,R$ 18.362,Fechado,2025-02-28,6,R$ 20.198
000421,2026-11-27,Instagram,Caminho Francês,Guiado,2,Maio,R$ 24.281,Sem resposta,,,
000422,2020-09-27,Instagram,Caminho Português,Premium,4,Outubro,R$ 35.078,Fechado,2020-10-22,25,R$ 32.787
000423,2024-07-25,YouTube,Caminho Português,Premium,2,Setembro,R$ 19.426,Negociando,,,
000424,2023-07-13,Instagram,Caminho Português,Autoguiado,2,Dezembro,R$ 14.029,Fechado,2023-07-20,7,R$ 14.639
000425,2021-04-02,WhatsApp,Caminho do Norte,Autoguiado,3,Janeiro,R$ 20.958,Sem resposta,,,
000426,2020-11-25,Facebook,Caminho do Norte,Premium,3,Outubro,R$ 30.791,Perdido,,,
000427,2022-01-06,Indicação,Caminho Francês,Premium,3,Novembro,R$ 27.681,Fechado,2022-02-03,28,R$ 29.019
000428,2023-03-28,Google,Caminho Português,Guiado,2,Julho,R$ 17.813,Fechado,2023-04-20,23,R$ 17.188
000429,2022-02-06,WhatsApp,Caminho Francês,Guiado,2,Setembro,R$ 25.487,Fechado,2022-03-10,32,R$ 26.700
000430,2023-04-14,YouTube,Caminho Português,Premium,4,Setembro,R$ 36.919,Sem resposta,,,
000431,2025-06-19,TikTok,Caminho Primitivo,Premium,3,Janeiro,R$ 23.694,Perdido,,,
000432,2025-11-24,Facebook,Caminho Português,Autoguiado,3,Abril,R$ 16.504,Fechado,2025-12-25,31,R$ 15.692
000433,2025-10-08,WhatsApp,Via Francigena,Guiado,1,Setembro,R$ 10.794,Sem resposta,,,
000434,2026-05-15,Instagram,Via Francigena,Guiado,1,Outubro,R$ 8.798,Negociando,,,
000435,2023-04-05,Indicação,Caminho Português,Guiado,3,Janeiro,R$ 27.948,Perdido,,,
000436,2024-07-04,YouTube,Caminho Português,Premium,2,Agosto,R$ 13.533,Fechado,2024-08-05,32,R$ 14.767
000437,2022-12-23,Google,Via Francigena,Autoguiado,2,Outubro,R$ 18.275,Perdido,,,
000438,2025-07-19,Google,Caminho do Norte,Premium,4,Outubro,R$ 41.538,Fechado,2025-08-21,33,R$ 43.243
000439,2021-03-14,Google,Caminho Primitivo,Autoguiado,3,Março,R$ 29.053,Negociando,,,
000440,2023-02-12,Facebook,Caminho do Norte,Premium,1,Outubro,R$ 8.062,Sem resposta,,,
000441,2025-01-03,TikTok,Caminho Francês,Autoguiado,2,Abril,R$ 21.304,Fechado,2025-01-20,17,R$ 20.224
000442,2026-04-22,Instagram,Caminho Português,Autoguiado,2,Maio,R$ 15.005,Negociando,,,
000443,2022-03-08,WhatsApp,Caminho Português,Premium,3,Outubro,R$ 24.646,Fechado,2022-04-06,29,R$ 22.781
000444,2023-10-14,Instagram,Caminho Primitivo,Autoguiado,2,Agosto,R$ 20.021,Sem resposta,,,
000445,2021-06-06,Facebook,Caminho Francês,Autoguiado,2,Abril,R$ 15.059,Negociando,,,
000446,2023-07-07,TikTok,Caminho Primitivo,Guiado,1,Outubro,R$ 8.937,Perdido,,,
000447,2021-06-20,Facebook,Caminho Primitivo,Premium,1,Outubro,R$ 11.681,Negociando,,,
000448,2021-04-23,Indicação,Caminho Português,Premium,3,Novembro,R$ 28.141,Perdido,,,
000449,2020-01-19,WhatsApp,Caminho do Norte,Autoguiado,1,Março,R$ 8.074,Fechado,2020-01-30,11,R$ 8.789
000450,2023-01-16,Google,Caminho do Norte,Autoguiado,1,Março,R$ 6.812,Sem resposta,,,
000451,2026-10-21,Google,Caminho Francês,Premium,5,Outubro,R$ 45.999,Perdido,,,
000452,2021-01-17,Instagram,Caminho Primitivo,Premium,2,Fevereiro,R$ 20.788,Negociando,,,
000453,2021-05-03,YouTube,Via Francigena,Premium,2,Abril,R$ 17.676,Sem resposta,,,
000454,2026-07-22,YouTube,Caminho Francês,Autoguiado,2,Abril,R$ 18.420,Negociando,,,
000455,2022-12-12,TikTok,Caminho Primitivo,Guiado,1,Abril,R$ 11.271,Sem resposta,,,
000456,2025-09-06,Indicação,Via Francigena,Guiado,5,Novembro,R$ 48.795,Fechado,2025-10-11,35,R$ 52.162
000457,2022-03-19,Google,Caminho Português,Guiado,2,Outubro,R$ 16.456,Sem resposta,,,
000458,2024-05-31,WhatsApp,Caminho Português,Premium,1,Dezembro,R$ 6.478,Sem resposta,,,
000459,2023-08-20,YouTube,Caminho Francês,Guiado,4,Abril,R$ 35.633,Sem resposta,,,
000460,2022-06-05,Google,Caminho Português,Premium,2,Fevereiro,R$ 12.370,Sem resposta,,,
000461,2023-05-26,Facebook,Via Francigena,Premium,2,Março,R$ 21.557,Fechado,2023-06-26,31,R$ 22.215
000462,2026-08-11,Google,Via Francigena,Autoguiado,5,Janeiro,R$ 45.205,Fechado,2026-08-30,19,R$ 47.730
000463,2023-10-07,Instagram,Caminho do Norte,Guiado,4,Setembro,R$ 33.723,Negociando,,,
000464,2023-07-01,Indicação,Caminho Português,Guiado,4,Julho,R$ 29.859,Sem resposta,,,
000465,2020-11-08,TikTok,Caminho Francês,Autoguiado,4,Maio,R$ 43.663,Perdido,,,
000466,2023-10-14,WhatsApp,Caminho Francês,Premium,1,Julho,R$ 10.356,Fechado,2023-10-25,11,R$ 11.520
000467,2022-09-01,Facebook,Via Francigena,Autoguiado,2,Julho,R$ 17.282,Fechado,2022-09-26,25,R$ 16.629
000468,2026-02-01,YouTube,Caminho Primitivo,Premium,3,Maio,R$ 26.875,Sem resposta,,,
000469,2022-12-30,TikTok,Caminho Primitivo,Guiado,2,Dezembro,R$ 22.551,Sem resposta,,,
000470,2026-05-05,WhatsApp,Via Francigena,Autoguiado,2,Fevereiro,R$ 20.414,Fechado,2026-05-21,16,R$ 19.420
000471,2026-10-13,WhatsApp,Caminho Primitivo,Autoguiado,3,Agosto,R$ 25.530,Fechado,2026-10-24,11,R$ 28.080
000472,2026-05-14,Facebook,Caminho Francês,Autoguiado,5,Agosto,R$ 38.615,Perdido,,,
000473,2020-08-19,Indicação,Via Francigena,Premium,1,Abril,R$ 7.891,Perdido,,,
000474,2022-09-06,TikTok,Caminho Primitivo,Premium,2,Junho,R$ 18.221,Negociando,,,
000475,2026-03-27,TikTok,Caminho Francês,Premium,2,Outubro,R$ 23.242,Negociando,,,
000476,2025-09-21,YouTube,Caminho do Norte,Guiado,2,Março,R$ 15.300,Negociando,,,
000477,2020-09-25,WhatsApp,Caminho do Norte,Guiado,1,Junho,R$ 10.482,Sem resposta,,,
000478,2026-11-18,Indicação,Caminho Primitivo,Premium,2,Julho,R$ 17.567,Perdido,,,
000479,2025-08-17,YouTube,Caminho do Norte,Premium,2,Dezembro,R$ 18.153,Sem resposta,,,
000480,2023-06-16,WhatsApp,Caminho do Norte,Guiado,2,Julho,R$ 18.229,Fechado,2023-07-05,19,R$ 17.749
000481,2024-01-21,Facebook,Caminho Francês,Premium,2,Novembro,R$ 25.471,Negociando,,,
000482,2022-01-01,Instagram,Caminho Francês,Guiado,1,Agosto,R$ 9.180,Negociando,,,
000483,2022-12-27,Instagram,Caminho Português,Premium,2,Julho,R$ 18.007,Perdido,,,
000484,2024-10-27,YouTube,Caminho do Norte,Premium,3,Novembro,R$ 27.684,Negociando,,,
000485,2024-05-16,Facebook,Caminho Francês,Guiado,1,Junho,R$ 12.640,Sem resposta,,,
000486,2021-06-08,Indicação,Caminho Primitivo,Premium,2,Setembro,R$ 22.698,Negociando,,,
000487,2023-07-26,Google,Caminho do Norte,Premium,2,Julho,R$ 16.372,Fechado,2023-08-07,12,R$ 17.073
000488,2022-04-23,TikTok,Caminho Primitivo,Guiado,2,Novembro,R$ 18.224,Sem resposta,,,
000489,2022-06-16,TikTok,Caminho Português,Autoguiado,5,Fevereiro,R$ 35.393,Fechado,2022-07-01,15,R$ 32.794
000490,2024-04-16,Indicação,Caminho Português,Guiado,2,Maio,R$ 14.050,Sem resposta,,,
000491,2023-02-04,Google,Caminho Francês,Premium,1,Abril,R$ 9.462,Fechado,2023-03-02,26,R$ 9.531
000492,2026-06-19,Indicação,Via Francigena,Autoguiado,3,Agosto,R$ 23.340,Perdido,,,
000493,2024-08-20,Google,Caminho do Norte,Guiado,1,Dezembro,R$ 9.725,Perdido,,,
000494,2023-04-10,WhatsApp,Via Francigena,Premium,4,Agosto,R$ 31.849,Perdido,,,
000495,2024-08-30,Indicação,Caminho Primitivo,Autoguiado,1,Fevereiro,R$ 9.874,Negociando,,,
