id_reserva,data_reserva,id_cliente,roteiro,modalidade,n_pessoas,mes_viagem,valor_total_R$,custo_operacional_R$,canal_origem,status
RES000254,2020-07-10,CLI018168,Via Francigena,Guiado,4,Julho,56553,42230,Google,Concluída
RES000255,2022-05-03,CLI003745,Caminho Português,Guiado,3,Maio,27856,21463,WhatsApp,Cancelada
RES000256,2025-05-12,CLI016221,Caminho do Norte,Premium,3,Maio,42556,26587,TikTok,Cancelada
RES000257,2022-12-16,CLI013328,Via Francigena,Premium,2,Dezembro,37460,26245,Facebook,Concluída
RES000258,2026-07-10,CLI007943,Caminho Primitivo,Premium,2,Julho,40711,27990,Google,Concluída
RES000259,2021-08-19,CLI017051,Via Francigena,Autoguiado,1,Agosto,13603,8024,WhatsApp,Concluída
RES000260,2026-01-26,CLI025904,Caminho do Norte,Autoguiado,1,Janeiro,11624,8097,Instagram,Concluída
RES000261,2021-06-08,CLI003336,Caminho Primitivo,Autoguiado,5,Junho,75290,45857,Instagram,Concluída
RES000262,2026-04-29,CLI000759,Caminho Primitivo,Autoguiado,1,Abril,11598,8453,WhatsApp,Reagendada
RES000263,2024-07-31,CLI011010,Via Francigena,Guiado,3,Julho,46910,33831,Indicação,Concluída
RES000264,2026-12-30,CLI008337,Via Francigena,Premium,2,Dezembro,30448,18303,Facebook,Concluída
RES000265,2022-04-08,CLI004046,Caminho do Norte,Guiado,4,Abril,53508,38722,Facebook,Concluída
RES000266,2020-01-14,CLI029509,Caminho do Norte,Guiado,3,Janeiro,34503,21370,Google,Concluída
RES000267,2022-02-21,CLI007736,Caminho Francês,Guiado,2,Fevereiro,34207,26270,WhatsApp,Concluída
RES000268,2025-02-24,CLI001224,Caminho do Norte,Guiado,2,Fevereiro,23136,14131,TikTok,Concluída
RES000269,2024-05-04,CLI002237,Caminho Primitivo,Guiado,6,Maio,99343,76718,TikTok,Concluída
RES000270,2022-07-27,CLI009475,Via Francigena,Guiado,3,Julho,40167,26439,Google,Concluída
RES000271,2024-05-11,CLI012675,Caminho Francês,Premium,4,Maio,61504,38938,Google,Concluída
RES000272,2020-02-01,CLI010640,Via Francigena,Autoguiado,3,Fevereiro,37859,24304,Indicação,Concluída
RES000273,2023-04-24,CLI008315,Caminho Português,Guiado,5,Abril,59784,42878,Instagram,Concluída
RES000274,2026-02-13,CLI014149,Via Francigena,Autoguiado,2,Fevereiro,18135,13444,YouTube,Concluída
RES000275,2022-03-09,CLI029978,Caminho Português,Guiado,3,Março,38327,28114,TikTok,Concluída
RES000276,2024-05-22,CLI018824,Caminho Português,Autoguiado,1,Maio,11404,7898,Instagram,Concluída
RES000277,2025-08-23,CLI027107,Caminho Francês,Premium,1,Agosto,22660,16473,Indicação,Concluída
RES000278,2022-02-02,CLI029033,Caminho Primitivo,Autoguiado,2,Fevereiro,18577,12098,YouTube,Concluída
RES000279,2021-03-11,CLI005097,Via Francigena,Premium,2,Março,31989,23574,Indicação,Cancelada
RES000280,2022-10-23,CLI029950,Caminho do Norte,Premium,3,Outubro,49141,33963,Facebook,Concluída
RES000281,2020-08-17,CLI024355,Caminho do Norte,Premium,4,Agosto,81366,50346,Instagram,Concluída
RES000282,2020-07-21,CLI012589,Caminho Português,Guiado,2,Julho,30645,18480,WhatsApp,Concluída
RES000283,2022-02-08,CLI016846,Via Francigena,Premium,2,Fevereiro,34134,24550,Instagram,Concluída
RES000284,2024-11-01,CLI019281,Caminho do Norte,Autoguiado,3,Novembro,28644,18961,Google,Concluída
RES000285,2023-03-03,CLI008617,Caminho Francês,Guiado,2,Março,32906,25281,Google,Reagendada
RES000286,2020-05-17,CLI003635,Via Francigena,Guiado,4,Maio,54865,41594,Google,Concluída
RES000287,2021-05-02,CLI013745,Via Francigena,Premium,2,Maio,32860,24845,YouTube,Concluída
RES000288,2024-07-30,CLI017928,Caminho Português,Premium,2,Julho,35057,20507,YouTube,Concluída
RES000289,2020-06-29,CLI010786,Caminho Português,Premium,3,Junho,52585,38189,Instagram,Concluída
RES000290,2020-05-19,CLI025880,Caminho Francês,Guiado,2,Maio,24888,15448,TikTok,Cancelada
RES000291,2025-04-10,CLI028101,Caminho Português,Guiado,2,Abril,28662,21049,TikTok,Cancelada
RES000292,2023-06-22,CLI011888,Via Francigena,Premium,2,Junho,35707,23811,YouTube,Concluída
RES000293,2021-11-23,CLI011941,Caminho Português,Autoguiado,4,Novembro,46604,32789,Indicação,Concluída
RES000294,2021-05-16,CLI008040,Caminho Francês,Premium,1,Maio,14557,8610,Indicação,Concluída
RES000295,2026-08-30,CLI012435,Caminho do Norte,Premium,3,Agosto,43510,32478,WhatsApp,Concluída
RES000296,2022-04-08,CLI001701,Caminho Francês,Autoguiado,2,Abril,24147,15482,Indicação,Cancelada
RES000297,2021-06-10,CLI013340,Caminho Português,Premium,2,Junho,30307,23371,Indicação,Reagendada
RES000298,2021-11-25,CLI004384,Via Francigena,Premium,4,Novembro,74945,56464,Instagram,Concluída
RES000299,2021-12-13,CLI019718,Via Francigena,Premium,2,Dezembro,31325,21235,WhatsApp,Concluída
RES000300,2021-03-27,CLI017703,Caminho do Norte,Autoguiado,3,Março,37503,27870,Instagram,Concluída
RES000301,2021-04-30,CLI003017,Caminho Primitivo,Autoguiado,5,Abril,62018,48266,WhatsApp,Cancelada
RES000302,2022-11-17,CLI010769,Via Francigena,Guiado,1,Novembro,11744,7464,TikTok,Concluída
RES000303,2020-11-16,CLI023974,Caminho Português,Premium,1,Novembro,13292,8872,TikTok,Concluída
RES000304,2024-12-15,CLI007008,Caminho Primitivo,Guiado,2,Dezembro,33327,20649,TikTok,Concluída
RES000305,2023-11-20,CLI000185,Caminho Primitivo,Autoguiado,1,Novembro,12940,9062,YouTube,Concluída
RES000306,2023-05-16,CLI001665,Via Francigena,Guiado,2,Maio,25461,16566,WhatsApp,Cancelada
RES000307,2024-07-06,CLI003901,Caminho do Norte,Autoguiado,2,Julho,21769,14114,WhatsApp,Cancelada
RES000308,2021-10-25,CLI011126,Caminho Português,Autoguiado,2,Outubro,21824,14686,Google,Concluída
RES000309,2022-09-01,CLI028028,Caminho Português,Premium,3,Setembro,41961,28446,Google,Concluída
RES000310,2023-03-23,CLI023618,Caminho do Norte,Premium,3,Março,44680,34163,Google,Concluída
RES000311,2021-03-09,CLI010485,Caminho Português,Guiado,6,Março,73343,47228,YouTube,Concluída
RES000312,2026-01-25,CLI021083,Caminho do Norte,Autoguiado,3,Janeiro,39547,27542,Facebook,Concluída
RES000313,2025-07-01,CLI024374,Caminho Francês,Premium,1,Julho,16129,12552,Instagram,Concluída
RES000314,2024-12-28,CLI019645,Caminho Primitivo,Autoguiado,1,Dezembro,13528,8309,WhatsApp,Concluída
RES000315,2023-12-12,CLI005571,Caminho Francês,Premium,5,Dezembro,106302,74930,YouTube,Concluída
RES000316,2020-12-12,CLI015253,Caminho Português,Autoguiado,1,Dezembro,9911,7044,YouTube,Concluída
RES000317,2024-11-14,CLI020343,Caminho Português,Autoguiado,1,Novembro,7955,6143,Instagram,Concluída
RES000318,2021-06-03,CLI009687,Caminho Francês,Guiado,3,Junho,44952,33103,Indicação,Reagendada
RES000319,2025-03-13,CLI011451,Via Francigena,Autoguiado,1,Março,11097,7685,Google,Concluída
RES000320,2024-11-06,CLI011951,Caminho do Norte,Autoguiado,3,Novembro,30201,21298,Indicação,Concluída
RES000321,2025-01-20,CLI011523,Caminho Francês,Autoguiado,1,Janeiro,14977,10086,Instagram,Cancelada
RES000322,2022-02-08,CLI028240,Caminho Português,Guiado,6,Fevereiro,74999,45042,Indicação,Concluída
RES000323,2023-08-07,CLI000702,Caminho do Norte,Premium,5,Agosto,70432,45132,Google,Concluída
RES000324,2023-05-14,CLI012900,Caminho Primitivo,Autoguiado,2,Maio,18902,13434,WhatsApp,Concluída
RES000325,2024-01-19,CLI013990,Caminho do Norte,Premium,2,Janeiro,35687,22742,Indicação,Cancelada
RES000326,2023-05-25,CLI004898,Caminho Português,Premium,2,Maio,31446,18636,WhatsApp,Concluída
RES000327,2023-05-28,CLI017968,Caminho Primitivo,Autoguiado,2,Maio,24807,15014,Google,Concluída
RES000328,2020-06-24,CLI005602,Caminho Francês,Autoguiado,4,Junho,49758,38485,WhatsApp,Concluída
RES000329,2026-12-02,CLI008948,Via Francigena,Guiado,3,Dezembro,43538,32561,Indicação,Cancelada
RES000330,2025-05-14,CLI014288,Via Francigena,Premium,6,Maio,107805,75031,Instagram,Concluída
RES000331,2021-09-18,CLI001146,Caminho Português,Autoguiado,2,Setembro,24288,15067,TikTok,Reagendada
RES000332,2025-10-11,CLI025784,Caminho Português,Guiado,2,Outubro,20945,12199,Google,Concluída
RES000333,2020-03-20,CLI013998,Caminho Primitivo,Guiado,2,Março,28992,21457,Facebook,Concluída
RES000334,2022-12-14,CLI022660,Caminho Português,Autoguiado,4,Dezembro,39646,25414,YouTube,Concluída
RES000335,2023-06-23,CLI027740,Caminho Português,Premium,1,Junho,13570,9166,TikTok,Concluída
RES000336,2021-03-01,CLI017539,Caminho do Norte,Guiado,5,Março,62203,37985,TikTok,Cancelada
RES000337,2023-09-25,CLI016240,Via Francigena,Premium,2,Setembro,36704,26313,Facebook,Cancelada
RES000338,2022-10-19,CLI009276,Caminho Primitivo,Guiado,1,Outubro,13000,8034,Facebook,Concluída
RES000339,2024-12-21,CLI012918,Caminho Francês,Autoguiado,1,Dezembro,16743,12497,TikTok,Concluída
RES000340,2021-05-07,CLI008688,Caminho Primitivo,Premium,2,Maio,33442,21071,Instagram,Concluída
RES000341,2020-06-13,CLI004253,Caminho Primitivo,Guiado,2,Junho,38487,26771,Indicação,Concluída
RES000342,2020-06-09,CLI004981,Via Francigena,Premium,2,Junho,44471,27096,Google,Concluída
RES000343,2025-05-20,CLI013652,Caminho do Norte,Guiado,2,Maio,21125,13656,TikTok,Concluída
RES000344,2024-03-29,CLI010351,Caminho do Norte,Premium,2,Março,30467,21426,Google,Concluída
RES000345,2023-05-21,CLI007293,Caminho do Norte,Guiado,6,Maio,72758,50948,Google,Concluída
RES000346,2025-01-31,CLI004642,Caminho do Norte,Autoguiado,2,Janeiro,22211,13747,Indicação,Concluída
RES000347,2023-07-27,CLI023602,Caminho Francês,Premium,2,Julho,37856,23978,YouTube,Concluída
RES000348,2025-12-04,CLI007153,Via Francigena,Autoguiado,5,Dezembro,74236,43480,TikTok,Concluída
RES000349,2025-10-04,CLI024122,Caminho do Norte,Autoguiado,3,Outubro,34874,22183,Indicação,Concluída
RES000350,2022-03-22,CLI002581,Via Francigena,Autoguiado,3,Março,27203,18983,Google,Concluída
RES000351,2023-04-08,CLI003427,Caminho Português,Premium,1,Abril,11556,8896,Instagram,Concluída
RES000352,2022-07-12,CLI029560,Caminho Francês,Premium,3,Julho,49786,30087,Facebook,Concluída
RES000353,2024-02-25,CLI003167,Caminho Português,Premium,4,Fevereiro,48157,35332,Instagram,Concluída
RES000354,2021-01-01,CLI002461,Via Francigena,Premium,1,Janeiro,20274,13310,WhatsApp,Concluída
RES000355,2024-12-05,CLI004710,Caminho do Norte,Premium,1,Dezembro,19507,14195,Instagram,Concluída
RES000356,2023-12-08,CLI005664,Via Francigena,Autoguiado,2,Dezembro,29694,21934,Google,Concluída
RES000357,2023-04-15,CLI020011,Caminho do Norte,Autoguiado,2,Abril,21172,13452,WhatsApp,Concluída
RES000358,2023-03-30,CLI027908,Caminho Português,Autoguiado,3,Março,32506,22481,Facebook,Concluída
RES000359,2021-05-18,CLI022433,Caminho do Norte,Premium,2,Maio,31297,22272,YouTube,Concluída
RES000360,2024-10-01,CLI018902,Via Francigena,Guiado,2,Outubro,27432,18214,YouTube,Concluída
RES000361,2021-01-07,CLI012225,Caminho Português,Autoguiado,2,Janeiro,17388,12472,TikTok,Concluída
RES000362,2026-12-27,CLI008889,Caminho Francês,Autoguiado,1,Dezembro,13101,8692,Google,Concluída
RES000363,2020-05-05,CLI001965,Via Francigena,Autoguiado,3,Maio,39890,30701,Facebook,Concluída
RES000364,2023-05-12,CLI012207,Caminho Português,Autoguiado,2,Maio,19852,14881,Google,Cancelada
RES000365,2020-08-28,CLI009360,Caminho Primitivo,Guiado,1,Agosto,14083,10904,Google,Concluída
RES000366,2024-05-20,CLI020547,Caminho Português,Guiado,1,Maio,13440,9735,Instagram,Cancelada
RES000367,2022-11-11,CLI016820,Caminho Português,Autoguiado,2,Novembro,24288,18839,Indicação,Concluída
RES000368,2021-10-16,CLI016952,Via Francigena,Autoguiado,3,Outubro,42345,24700,Facebook,Concluída
RES000369,2020-02-11,CLI017744,Caminho Primitivo,Autoguiado,1,Fevereiro,8540,6144,Google,Concluída
RES000370,2026-12-10,CLI024541,Caminho Primitivo,Guiado,2,Dezembro,30379,21818,Instagram,Concluída
RES000371,2020-08-09,CLI010781,Caminho Primitivo,Autoguiado,2,Agosto,28280,18629,YouTube,Concluída
RES000372,2020-02-24,CLI023702,Caminho do Norte,Autoguiado,2,Fevereiro,19690,14827,Indicação,Concluída
RES000373,2020-06-12,CLI008571,Caminho Francês,Autoguiado,4,Junho,59028,41016,WhatsApp,Concluída
RES000374,2020-02-18,CLI015373,Via Francigena,Premium,1,Fevereiro,15994,9420,Facebook,Concluída
RES000375,2020-10-20,CLI001534,Caminho Primitivo,Guiado,2,Outubro,33761,20300,Google,Concluída
RES000376,2021-06-18,CLI004219,Caminho Português,Guiado,2,Junho,30645,18601,TikTok,Concluída
RES000377,2021-07-10,CLI004857,Caminho Francês,Guiado,3,Julho,59308,41711,Indicação,Concluída
RES000378,2022-11-22,CLI016641,Via Francigena,Premium,3,Novembro,45830,29838,TikTok,Concluída
RES000379,2024-12-09,CLI009544,Via Francigena,Premium,2,Dezembro,39213,28039,Facebook,Concluída
RES000380,2024-03-19,CLI003382,Caminho Português,Autoguiado,2,Março,21212,14043,Facebook,Concluída
RES000381,2022-12-26,CLI003784,Caminho Português,Guiado,2,Dezembro,22524,14402,Instagram,Concluída
RES000382,2022-04-19,CLI001781,Caminho Primitivo,Premium,4,Abril,56296,40808,WhatsApp,Concluída
RES000383,2022-03-05,CLI013048,Caminho Português,Premium,2,Março,29245,20869,TikTok,Concluída
RES000384,2024-12-05,CLI012544,Caminho Português,Autoguiado,2,Dezembro,25441,15003,YouTube,Concluída
RES000385,2021-04-19,CLI013369,Caminho do Norte,Autoguiado,4,Abril,38192,22817,Instagram,Concluída
RES000386,2025-09-09,CLI021465,Caminho do Norte,Guiado,2,Setembro,27379,17949,Instagram,Concluída
RES000387,2022-07-12,CLI000959,Caminho Francês,Premium,3,Julho,67980,50764,Instagram,Concluída
RES000388,2020-10-30,CLI004109,Caminho Francês,Premium,1,Outubro,17012,12684,TikTok,Concluída
RES000389,2026-08-07,CLI003685,Caminho do Norte,Premium,2,Agosto,34845,26687,Instagram,Concluída
RES000390,2020-03-27,CLI019971,Caminho Francês,Premium,1,Março,16202,12178,Instagram,Concluída
RES000391,2024-04-21,CLI002110,Caminho Primitivo,Guiado,3,Abril,45792,34486,Instagram,Concluída
RES000392,2025-09-30,CLI011052,Caminho Francês,Premium,2,Setembro,33207,23672,Google,Concluída
RES000393,2020-04-21,CLI020926,Caminho Primitivo,Autoguiado,5,Abril,55308,32183,Facebook,Concluída
RES000394,2026-03-28,CLI011314,Caminho do Norte,Premium,1,Março,11831,7918,TikTok,Concluída
RES000395,2025-07-06,CLI007771,Caminho do Norte,Guiado,1,Julho,16675,11295,WhatsApp,Concluída
RES000396,2024-03-06,CLI028650,Via Francigena,Autoguiado,2,Março,26761,18387,WhatsApp,Reagendada
RES000397,2024-01-28,CLI010590,Caminho Primitivo,Premium,1,Janeiro,13695,10557,WhatsApp,Concluída
RES000398,2025-04-02,CLI018671,Caminho Francês,Guiado,2,Abril,25588,15847,Instagram,Concluída
RES000399,2022-05-04,CLI016077,Caminho do Norte,Guiado,2,Maio,30506,22517,Indicação,Concluída
RES000400,2020-12-14,CLI012213,Caminho Português,Guiado,2,Dezembro,24554,18887,Facebook,Concluída
RES000401,2022-07-19,CLI007876,Caminho Português,Premium,5,Julho,83685,62736,YouTube,Concluída
RES000402,2025-04-06,CLI015069,Caminho Francês,Premium,2,Abril,38936,23751,Indicação,Concluída
RES000403,2026-02-06,CLI005122,Caminho Francês,Autoguiado,2,Fevereiro,22456,13326,YouTube,Cancelada
RES000404,2024-01-02,CLI012321,Caminho Português,Guiado,3,Janeiro,41212,28756,Facebook,Cancelada
RES000405,2024-10-04,CLI015249,Via Francigena,Guiado,5,Outubro,57081,39011,YouTube,Concluída
RES000406,2021-12-31,CLI013741,Caminho Primitivo,Autoguiado,4,Dezembro,43097,27246,YouTube,Concluída
RES000407,2023-06-11,CLI029118,Caminho do Norte,Premium,1,Junho,21175,13699,Google,Concluída
RES000408,2022-07-11,CLI027329,Caminho do Norte,Premium,1,Julho,19090,12883,YouTube,Concluída
RES000409,2024-08-21,CLI008409,Via Francigena,Autoguiado,3,Agosto,35212,23999,Indicação,Concluída
RES000410,2022-03-12,CLI017102,Caminho do Norte,Autoguiado,4,Março,45175,33493,WhatsApp,Reagendada
RES000411,2020-02-08,CLI001782,Caminho Primitivo,Autoguiado,2,Fevereiro,21573,15963,TikTok,Reagendada
RES000412,2023-06-16,CLI025556,Caminho Português,Premium,3,Junho,45461,33916,WhatsApp,Reagendada
RES000413,2025-03-06,CLI007882,Caminho Primitivo,Premium,2,Março,28287,20677,YouTube,Concluída
RES000414,2026-01-17,CLI014162,Caminho Francês,Autoguiado,3,Janeiro,39705,30766,Instagram,Concluída
RES000415,2020-12-04,CLI018894,Caminho Português,Premium,3,Dezembro,52585,36252,Instagram,Reagendada
RES000416,2023-03-29,CLI020620,Caminho Primitivo,Guiado,2,Março,24783,18434,Google,Cancelada
RES000417,2021-06-21,CLI000949,Caminho do Norte,Autoguiado,4,Junho,53009,36581,Instagram,Cancelada
RES000418,2022-08-13,CLI001266,Caminho Primitivo,Premium,5,Agosto,84533,61850,WhatsApp,Cancelada
RES000419,2023-05-05,CLI020178,Caminho Francês,Guiado,3,Maio,41530,28588,YouTube,Concluída
RES000420,2023-11-09,CLI014836,Caminho Português,Autoguiado,2,Novembro,18374,12351,Facebook,Concluída
RES000421,2026-09-27,CLI021433,Caminho do Norte,Guiado,1,Setembro,13689,9743,Google,Cancelada
RES000422,2020-12-11,CLI002333,Caminho do Norte,Autoguiado,4,Dezembro,58927,39857,Facebook,Concluída
RES000423,2022-10-04,CLI014199,Via Francigena,Guiado,2,Outubro,26775,16441,Instagram,Concluída
RES000424,2020-06-03,CLI007062,Caminho Primitivo,Guiado,4,Junho,57809,34489,WhatsApp,Concluída
RES000425,2025-01-21,CLI022393,Via Francigena,Guiado,4,Janeiro,65380,49527,WhatsApp,Cancelada
RES000426,2023-12-14,CLI006586,Caminho Primitivo,Autoguiado,3,Dezembro,38748,24012,Facebook,Concluída
RES000427,2024-03-17,CLI012955,Caminho Primitivo,Autoguiado,2,Março,20075,14658,TikTok,Concluída
RES000428,2021-10-21,CLI019437,Caminho do Norte,Premium,3,Outubro,48043,34900,Instagram,Concluída
RES000429,2026-11-22,CLI028278,Caminho Primitivo,Premium,3,Novembro,43356,25382,YouTube,Concluída
RES000430,2020-05-21,CLI026610,Via Francigena,Premium,2,Maio,32860,19146,YouTube,Concluída
RES000431,2026-06-12,CLI028824,Caminho Português,Premium,3,Junho,41899,29438,Instagram,Concluída
RES000432,2022-09-01,CLI002714,Caminho Primitivo,Autoguiado,2,Setembro,21049,14014,Instagram,Concluída
RES000433,2024-11-08,CLI009536,Caminho do Norte,Premium,2,Novembro,24713,19262,YouTube,Concluída
RES000434,2026-11-05,CLI027440,Caminho Primitivo,Autoguiado,2,Novembro,28028,19727,Indicação,Concluída
RES000435,2021-03-08,CLI003093,Via Francigena,Autoguiado,2,Março,19657,12647,Google,Reagendada
RES000436,2025-12-05,CLI027460,Caminho Português,Guiado,2,Dezembro,29968,19019,Instagram,Concluída
RES000437,2021-10-02,CLI022548,Caminho Francês,Guiado,1,Outubro,12094,7495,TikTok,Concluída
RES000438,2026-10-28,CLI018576,Caminho Francês,Autoguiado,3,Outubro,34478,23500,YouTube,Concluída
RES000439,2021-01-17,CLI027177,Caminho Português,Guiado,2,Janeiro,25100,16981,Instagram,Concluída
RES000440,2023-09-02,CLI000470,Via Francigena,Guiado,2,Setembro,23489,17465,YouTube,Concluída
RES000441,2022-11-25,CLI001760,Caminho Francês,Premium,6,Novembro,109442,70650,Indicação,Concluída
RES000442,2024-07-14,CLI004260,Via Francigena,Guiado,3,Julho,59272,39230,Google,Concluída
RES000443,2026-07-16,CLI007203,Caminho Francês,Premium,3,Julho,48387,31840,Indicação,Concluída
RES000444,2025-01-18,CLI005405,Caminho Primitivo,Premium,2,Janeiro,28904,17985,Google,Concluída
RES000445,2026-09-10,CLI007201,Caminho Português,Autoguiado,3,Setembro,24604,17325,WhatsApp,Concluída
RES000446,2025-06-11,CLI002527,Caminho Primitivo,Guiado,1,Junho,15189,10674,YouTube,Concluída
RES000447,2023-09-17,CLI010547,Caminho Francês,Guiado,2,Setembro,28386,20712,WhatsApp,Concluída
RES000448,2025-12-09,CLI003253,Caminho Primitivo,Guiado,1,Dezembro,18506,12202,Facebook,Concluída
RES000449,2021-07-08,CLI012499,Caminho Português,Autoguiado,2,Julho,22632,15477,TikTok,Concluída
RES000450,2024-05-16,CLI006395,Caminho Primitivo,Premium,2,Maio,25878,19216,TikTok,Concluída
RES000451,2023-03-13,CLI019718,Caminho Primitivo,Guiado,1,Março,15097,10066,Instagram,Concluída
RES000452,2023-11-06,CLI012260,Caminho do Norte,Guiado,3,Novembro,48574,33008,Indicação,Concluída
RES000453,2022-06-25,CLI015461,Caminho do Norte,Premium,1,Junho,16588,10848,Instagram,Concluída
RES000454,2023-05-09,CLI027172,Caminho Francês,Guiado,3,Maio,52024,38406,Google,Concluída
RES000455,2021-07-23,CLI018846,Caminho Francês,Guiado,4,Julho,55151,32511,TikTok,Concluída
RES000456,2025-02-10,CLI008257,Caminho do Norte,Guiado,5,Fevereiro,60749,36916,YouTube,Concluída
RES000457,2022-08-28,CLI007220,Caminho do Norte,Premium,2,Agosto,37347,28520,Google,Reagendada
RES000458,2024-11-24,CLI003181,Caminho Francês,Premium,2,Novembro,32388,23288,YouTube,Concluída
RES000459,2026-06-10,CLI013719,Caminho Francês,Guiado,2,Junho,27575,17149,Google,Concluída
